8515-25262,Neo Gölpark AY Tipi 1.200m2 Bahçeli Perdeli Dolaplı DNZ A.Ş,İstanbul,Arnavutköy,Bolluca,14.12.2018,6+1,410 m²,8.900 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-bolluca-emlakcidan-villa/detay/32031244
35361-14989,ACCESS Neo Gölpark Evleri 6+1 420m2 Havuzlu Özel Villa,İstanbul,Arnavutköy,Mavigöl,21.12.2018,5+1,420 m²,9.500 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-mavigol-emlakcidan-villa/detay/31059480
80101-522,3. Havalimanı Arnavutköy Bollucada 2+1 Kiralık Daire,İstanbul,Arnavutköy,Mavigöl,06.12.2018,2+1,100 m²,1.400 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-mavigol-emlakcidan-daire/detay/32365967
93751-336,bekara uygun garanti bankası karşısında 2+2 140m2 ters dublex,İstanbul,Arnavutköy,Arnavutköy Merkez,20.12.2018,2+2,145 m²,1.350 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-arnavutkoy-merkez-emlakcidan-daire/detay/32061847
80101-537,İstanbul Havalimanı Arnavutköy Bolluca'da 2+1 Kiralık Daire,İstanbul,Arnavutköy,Bolluca,06.12.2018,2+1,100 m²,1.200 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-bolluca-emlakcidan-daire/detay/32396388
102471-209,ERKA Group'tan Mustafa Kemal Paşa Mah Kiralık Çatı Kat Daire,İstanbul,Arnavutköy,Mustafa Kemal Paşa,13.12.2018,1+1,95 m²,650 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-mustafa-kemal-pasa-emlakcidan-daire/detay/32437601
0-31926422,SAHİBİNDEN HAVALİMANI PERSONELİNE KİRALIK ÇİFTLİK EVİ,İstanbul,Arnavutköy,Tayakadın,18.12.2018,2+1,120 m²,4.500 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-tayakadin-sahibinden-ciftlik-evi/detay/31926422
3569-11342,HADIMKOY MARMARA PETROL EVLERİNDE KİRALIK 3+1,İstanbul,Arnavutköy,Hadımköy,21.12.2018,3+1,135 m²,1.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-hadimkoy-emlakcidan-daire/detay/32188356
35361-15277,ACCESS Neo Gölpark Evleri İyi Konumda Havuzlu ve Bahçeli Villa,İstanbul,Arnavutköy,Mavigöl,21.12.2018,6+1,225 m²,7.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-mavigol-emlakcidan-villa/detay/31959092
101198-112,KİPTAŞ 3. ETP KOUTLARINDA KİRALIK SATILIK DAİRELER,İstanbul,Arnavutköy,Deliklikaya,09.12.2018,2+1,84 m²,500 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-deliklikaya-emlakcidan-daire/detay/32409447
102471-203,ERKA Group'tan İslambey Mah Kiralık Arakat Daire,İstanbul,Arnavutköy,İslambey,11.12.2018,2+1,85 m²,800 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-islambey-emlakcidan-daire/detay/32423313
80101-525,İstanbul Havalimanı Arnavutköy Bollucada 2+1 Kiralık Daire,İstanbul,Arnavutköy,Bolluca,04.12.2018,2+1,100 m²,1.400 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-bolluca-emlakcidan-daire/detay/32382686
97247-35,Hermes ten Neo Gölpark Sitesi'nde 2+1 125 m2 Bahçe Dubleksi,İstanbul,Arnavutköy,Mavigöl,19.12.2018,2+1,125 m²,3.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-mavigol-emlakcidan-daire/detay/30408741
80101-519,İstanbul Yeni Havalimanı Bolluca 5+1 Dubleks Kiralık Daire,İstanbul,Arnavutköy,Mavigöl,06.12.2018,5+1,180 m²,1.500 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-mavigol-emlakcidan-daire/detay/32344783
102471-191,ERKA Group'tan Anadolu Mah Kiralık Lüks Ters Dubleks,İstanbul,Arnavutköy,Anadolu,08.12.2018,2+2,130 m²,850 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-anadolu-emlakcidan-daire/detay/32401684
103120-118,OKUL BÖLGESİNDE ÇOK TEMİZ 3+1 DAİRE,İstanbul,Arnavutköy,Karlıbayır,18.12.2018,3+1,140 m²,900 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-karlibayir-emlakcidan-daire/detay/32359431
97616-232,Arnavutköy Anadolu Mahallesinde Kiralık Çatı kat Daire,İstanbul,Arnavutköy,Anadolu,15.12.2018,1+1,55 m²,750 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-anadolu-emlakcidan-daire/detay/32447560
103120-128,**ARNAVUTKÖY YENİ BELEDİYE BİNASININ KARŞISINDA KOMPLE BİNA**,İstanbul,Arnavutköy,Karlıbayır,18.12.2018,1+1,100 m²,20.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-karlibayir-emlakcidan-bina/detay/32396227
1571-5314,ARNAVUTKÖY DELİKLİKAYA SOYAK KONFORİA KİRALIK DAİRE,İstanbul,Arnavutköy,Deliklikaya,18.12.2018,1+1,51 m²,650 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-deliklikaya-emlakcidan-daire/detay/32468075
102471-202,ERKA Group'tan İslambey Mah Kiralık 2 Kat Daire,İstanbul,Arnavutköy,İslambey,11.12.2018,2+1,85 m²,650 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-islambey-emlakcidan-daire/detay/32423213
102471-152,ERKA Group'tan Arnavutköy Anadolu Mah Kiralık Lüks 1.Kat Daire,İstanbul,Arnavutköy,Anadolu,18.12.2018,2+1,95 m²,800 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-anadolu-emlakcidan-daire/detay/32133646
97616-221,Arnavutköy Yunus Emre Mahallesinde Kiralık 2 Ci Kat Daire,İstanbul,Arnavutköy,Anadolu,21.11.2018,2+1,100 m²,900 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-anadolu-emlakcidan-daire/detay/32297287
80101-538,İstanbul Havalimanı Arnavutköy Bolluca'da 2+1 Kiralık Daire,İstanbul,Arnavutköy,Bolluca,21.12.2018,2+1,95 m²,1.200 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-bolluca-emlakcidan-daire/detay/32396947
3525-10858,SOYAK KONFORİA'DA İYİ KONUMLU 3+1 DAİRE,İstanbul,Arnavutköy,Deliklikaya,21.12.2018,3+1,120 m²,1.100 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-deliklikaya-emlakcidan-daire/detay/30959096
0-23022108,Sahibinden 2+1 Hadımköyde Kiralık Daire,İstanbul,Arnavutköy,Deliklikaya,17.12.2018,2+1,84 m²,550 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-deliklikaya-sahibinden-residence/detay/23022108
37071-281,ARNAVUTKÖY HADIMKÖYDE TEMİZ 3.1 KİRALIK DAİRE,İstanbul,Arnavutköy,Hadımköy,19.12.2018,3+1,110 m²,1.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-hadimkoy-emlakcidan-daire/detay/28600487
103120-93,ARNAVUTKÖY ANADOLU MAH SALIPAZARINDA 2+1 KİRALIK DAIRE,İstanbul,Arnavutköy,Anadolu,18.12.2018,2+1,105 m²,850 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-anadolu-emlakcidan-daire/detay/32285461
3568-5617,HADIMKÖY MARMARA PETROL EVLERİ 2+1 115 M2,İstanbul,Arnavutköy,Hadımköy,21.12.2018,2+1,115 m²,800 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-hadimkoy-emlakcidan-daire/detay/28610754
97247-67,Hermes'ten Neo Gölpark Sitesi'nde Dolaplı İyi Konumlu 6+1 Villa,İstanbul,Arnavutköy,Mavigöl,19.12.2018,6+1,325 m²,7.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-mavigol-emlakcidan-villa/detay/30698007
102471-187,ERKA Group'tan Arnavutköy Anadolu Mah Kiralık Lüks 1.Kat Daire,İstanbul,Arnavutköy,Anadolu,06.12.2018,2+1,135 m²,1.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-anadolu-emlakcidan-daire/detay/32394561
35361-15268,ACCESS Neo Gölpark Evleri Çok İyi Konumda 450m2 Bahçeli Villa,İstanbul,Arnavutköy,Mavigöl,21.12.2018,4+1,195 m²,5.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-mavigol-emlakcidan-villa/detay/31931178
0-32436235,3.havaalani arnavutköy Taşoluk toki de daire,İstanbul,Arnavutköy,Mehmet Akif Ersoy,13.12.2018,2+1,90 m²,1.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-mehmet-akif-ersoy-sahibinden-daire/detay/32436235
97247-284,HERMES NEO GÖLPARK SİTESİ MÜSTAKİL BAHÇELİ KİRALIK 1+1 DUBLEKS!,İstanbul,Arnavutköy,Mavigöl,14.12.2018,1+1,65 m²,2.300 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-mavigol-emlakcidan-daire/detay/32445087
104218-54,ARNAVUTKOY MERKEZDE KIRALIK 2+1 DAIRE,İstanbul,Arnavutköy,Arnavutköy Merkez,21.12.2018,2+1,100 m²,1.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-arnavutkoy-merkez-emlakcidan-daire/detay/32268149
3525-10810,SOYAK KONFORİA'DA SIFIR 3+1 KİRALIK DAİRE,İstanbul,Arnavutköy,Deliklikaya,12.12.2018,3+1,120 m²,1.250 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-deliklikaya-emlakcidan-daire/detay/30606696
103513-39,Arnavutköy Taşoluk Yeşil Cami Karşısı Anayolda 3+1 Kiralık Daire,İstanbul,Arnavutköy,Taşoluk,14.12.2018,3+1,140 m²,1.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-tasoluk-emlakcidan-daire/detay/31991594
80101-527,İstanbul Havalimanına Yakın Bolluca'da 3+1 Kiralık Daire,İstanbul,Arnavutköy,Bolluca,04.12.2018,3+1,146 m²,1.500 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-bolluca-emlakcidan-daire/detay/32382724
102471-181,ERKA Group'tan Arnavutköy Anadolu Mah Kiralık Giriş Kat Daire,İstanbul,Arnavutköy,Anadolu,03.12.2018,3+1,100 m²,1.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-anadolu-emlakcidan-daire/detay/32373070
102471-179,ERKA Group'tan Arnavutköy Anadolu Mah Kiralık Ara Kat Daireler,İstanbul,Arnavutköy,Anadolu,06.12.2018,2+1,90 m²,800 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-anadolu-emlakcidan-daire/detay/32372835
102471-186,ERKA Group'tan Arnavutköy Mustafa K.P Mah Kiralık 1.Kat Daire,İstanbul,Arnavutköy,Mustafa Kemal Paşa,06.12.2018,3+1,115 m²,850 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-mustafa-kemal-pasa-emlakcidan-daire/detay/32394489
0-32389312,Taşoluk Toki Sitesi Sahibinden 3+1,İstanbul,Arnavutköy,Mehmet Akif Ersoy,08.12.2018,3+1,115 m²,1.100 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-mehmet-akif-ersoy-sahibinden-daire/detay/32389312
103120-78,ARNAVUTKÖY KARLIBAYIR'DA KULLANISLI 2+1 DAİRE,İstanbul,Arnavutköy,Karlıbayır,14.12.2018,2+1,90 m²,800 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-karlibayir-emlakcidan-daire/detay/32247009
102471-177,ERKA Group'tan Arnavutköy Merkez Mah.Kiralık Giriş Kat,İstanbul,Arnavutköy,Arnavutköy Merkez,03.12.2018,2+1,100 m²,750 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-arnavutkoy-merkez-emlakcidan-daire/detay/32372403
97616-194,ARNAVUTKÖY MERKEZ MAHALLESINDE 1 İNCİ KAT KİRALIK DAİRE,İstanbul,Arnavutköy,Arnavutköy Merkez,07.12.2018,2+1,115 m²,900 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-arnavutkoy-merkez-emlakcidan-daire/detay/32173005
102471-163,ERKA Group'tan Arnavutköy Atatürk Mah Kiralık Müstekil Ev,İstanbul,Arnavutköy,Atatürk,17.12.2018,3+1,119 m²,800 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-ataturk-emlakcidan-mustakil-ev/detay/32249953
8515-25116,Neo Gölpark Neo Center 2+1 Home-Ofis Daire - DNZ A.Ş.,İstanbul,Arnavutköy,Mavigöl,07.12.2018,2+1,118 m²,3.600 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-mavigol-emlakcidan-daire/detay/30678749
68461-367,YENİKÖY MAHALLESİNDE SIFIR KİRALIK DAİRE...,İstanbul,Arnavutköy,Yeniköy,16.12.2018,3+1,130 m²,3.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-yenikoy-emlakcidan-daire/detay/30104658
88994-2765,ASİL EMLAKTAN HADIMKÖY-ÖMERLİDE 110 M2 KİRALIK DAİRE,İstanbul,Arnavutköy,Ömerli,15.12.2018,2+1,110 m²,1.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-omerli-emlakcidan-daire/detay/31177089
101198-107,kiptaş3. etap konutlarında kiralık site içi daireler,İstanbul,Arnavutköy,Deliklikaya,25.11.2018,2+1,84 m²,950 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-deliklikaya-emlakcidan-daire/detay/32322623
103120-94,ARNAVUTKÖY ANADOLU MAH 120 m2 3+1 FERAH DAİRE,İstanbul,Arnavutköy,Anadolu,12.12.2018,3+1,120 m²,1.100 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-anadolu-emlakcidan-daire/detay/32285514
0-32368171,ARNAVUTKOYDE KIPTAS SITE ICINDE SAHIBINDEN KIRALIK DAIRE,İstanbul,Arnavutköy,Mustafa Kemal Paşa,04.12.2018,3+1,115 m²,1.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-mustafa-kemal-pasa-sahibinden-daire/detay/32368171
101198-108,KİPTSŞ KONUTLARINDA GİRİŞ KAT KELEPİR DAİRE,İstanbul,Arnavutköy,Deliklikaya,26.11.2018,2+1,84 m²,164.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-deliklikaya-emlakcidan-daire/detay/32327939
68461-368,YENİKÖY MAHALLESİNDE SIFIR 120m 3+1 KİRALIK DAİRE...,İstanbul,Arnavutköy,Yeniköy,16.12.2018,3+1,130 m²,3.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-yenikoy-emlakcidan-daire/detay/30105523
103513-53,Beymax'tan Anadolu Mahallesinde Site İçinde Kiralık 3+1 Daire,İstanbul,Arnavutköy,Anadolu,01.12.2018,3+1,115 m²,800 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-anadolu-emlakcidan-daire/detay/32362945
102471-204,ERKA Grout'tan İslambey Mah Kiralık Çatı Kat Daire,İstanbul,Arnavutköy,İslambey,11.12.2018,2+1,85 m²,600 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-islambey-emlakcidan-daire/detay/32423397
101198-113,SOYAK KONFORİADA KİRALIK SATILIK DAİRELER,İstanbul,Arnavutköy,Deliklikaya,10.12.2018,1+1,50 m²,750 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-deliklikaya-emlakcidan-daire/detay/32415043
107694-27,Avlu arkasında kiralık daire,İstanbul,Arnavutköy,Arnavutköy Merkez,20.12.2018,2+1,110 m²,850 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-arnavutkoy-merkez-emlakcidan-daire/detay/32478598
103120-117,YENİ BİNA DA MASRAFSIZ TEMİZ 2+1 DAİRE,İstanbul,Arnavutköy,Karlıbayır,18.12.2018,2+1,120 m²,750 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-karlibayir-emlakcidan-daire/detay/32359359
0-32374936,Üçüncü Hava Limanına 3Km.Kalö.Müstakil Kiralık Ev,İstanbul,Arnavutköy,Durusu,03.12.2018,2+2,120 m²,900 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-durusu-sahibinden-mustakil-ev/detay/32374936
80101-429,İstanbul Havalimanı Arnavutköy Bolluca'da 2+1 Kiralık Daire,İstanbul,Arnavutköy,Bolluca,21.12.2018,2+1,95 m²,1.200 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-bolluca-emlakcidan-daire/detay/31118331
102471-129,ERKA Group'tan Arnavutköy Anadolu Mah Kiralık 3.Kat Daire,İstanbul,Arnavutköy,Anadolu,07.12.2018,2+1,90 m²,800 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-anadolu-emlakcidan-daire/detay/31935337
103120-107,arnavutköy yeni belediyenin karşısında 2+1 kiralık daire,İstanbul,Arnavutköy,Karlıbayır,18.12.2018,2+1,75 m²,650 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-karlibayir-emlakcidan-daire/detay/32300200
101198-109,KİPTAŞ 3. ETAPTA KİRALIK UYGUN DAİRE,İstanbul,Arnavutköy,Deliklikaya,26.11.2018,2+1,84 m²,500 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-deliklikaya-emlakcidan-daire/detay/32328185
102471-180,ERKA Group'tan Arnavutköy Anadolu Mah Kiralık Çatı Katı Daire,İstanbul,Arnavutköy,Anadolu,03.12.2018,2+1,90 m²,700 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-anadolu-emlakcidan-daire/detay/32372952
101198-111,soyak konforiada kiralık dire 1+1,İstanbul,Arnavutköy,Deliklikaya,09.12.2018,1+1,50 m²,750 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-deliklikaya-emlakcidan-daire/detay/32409436
101198-110,SOYAK KONFORİA YAPIMI KÜRELİKLER SİTESİ EŞYALI KİRALIK DAİRELER,İstanbul,Arnavutköy,Deliklikaya,29.11.2018,2+1,100 m²,1.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-deliklikaya-emlakcidan-daire/detay/32349003
103120-79,ARNAVUTKÖY TAŞOLUKTA YENI YAPILAN METRO HATTINA 2 DK MESAFEDE,İstanbul,Arnavutköy,Taşoluk,20.12.2018,2+1,100 m²,900 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-tasoluk-emlakcidan-daire/detay/32247158
103120-88,ARNAVUTKÖY SALIPAZARINDA 2+1 LÜX DAİRE,İstanbul,Arnavutköy,Anadolu,18.12.2018,2+1,105 m²,800 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-anadolu-emlakcidan-daire/detay/32275320
103120-56,3.HAVALİMANINA 10 DK MESAFEDE ESYALI DAİRELER,İstanbul,Arnavutköy,Fatih,14.12.2018,2+1,85 m²,800 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-fatih-emlakcidan-daire/detay/32117467
103120-130,ANADOLU MAH SALIPAZARINDA TEMİZ FERAH KİRALIK DAİRE,İstanbul,Arnavutköy,Anadolu,20.12.2018,2+1,95 m²,850 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-anadolu-emlakcidan-bina/detay/32472695
101198-114,KİPTAŞ 3. ETAP KONUTLARINDA SİTE İÇİ KİRALIK DAİRE,İstanbul,Arnavutköy,Deliklikaya,10.12.2018,2+1,84 m²,550 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-deliklikaya-emlakcidan-daire/detay/32417878
0-27328525,SAHİBİNDEN HADIMKÖY KİPTAŞ KİRALIK DAİRE 2+1,İstanbul,Arnavutköy,Deliklikaya,19.12.2018,2+1,100 m²,475 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-deliklikaya-sahibinden-daire/detay/27328525
28373-13410,"ARNAVUTKÖY FATİH CADDESİ CİVARINDA 80 M2, 2+1",İstanbul,Arnavutköy,Nenehatun,21.12.2018,2+1,85 m²,1.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-nenehatun-emlakcidan-daire/detay/31964078
35361-14047,Bolluca Neo Göl Park Evleri Geniş Bahçeli Fırsat Villa ACCESS,İstanbul,Arnavutköy,Bolluca,19.12.2018,4+1,195 m²,4.500 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-bolluca-emlakcidan-villa/detay/30480717
45840-2387,REMAX'den BOYALIK KÖYÜ SİTE İÇİNDE EŞYALI 5+2 KİRALIK İKİZ VİLLA,İstanbul,Arnavutköy,Boyalık,13.12.2018,5+2,350 m²,5.750 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-boyalik-emlakcidan-villa/detay/32010181
103120-96,ARNAVUTKÖY ŞİRİNDERE MEYDANDA HARIKA KONUMDA 2+1 DAİRE,İstanbul,Arnavutköy,Anadolu,18.12.2018,2+1,90 m²,850 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-anadolu-emlakcidan-daire/detay/32285642
3525-10973,SOYAK KONFORİA'DA 2+1 KİRALIK DAİRE,İstanbul,Arnavutköy,Deliklikaya,12.12.2018,2+1,90 m²,650 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-deliklikaya-emlakcidan-daire/detay/31920570
103120-124,ARNAVUTKÖY FATİH CAD.KISA DÖNEM VE AYLIK 1+1 EŞYALI LÜX DAİRELER,İstanbul,Arnavutköy,Arnavutköy Merkez,13.12.2018,1+1,70 m²,150 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-arnavutkoy-merkez-emlakcidan-daire/detay/32371378
103120-70,ARNAVUTKÖY MERKEZDE 2+1 YUKSEK GİRİŞ DAİRE,İstanbul,Arnavutköy,Arnavutköy Merkez,11.12.2018,2+1,65 m²,750 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-arnavutkoy-merkez-emlakcidan-daire/detay/32168013
0-25231154,SAHİBİNDEN HADIMKÖYDE KOMİSYONSUZ ACİL KİRALIK DAİRE,İstanbul,Arnavutköy,Hadımköy,12.12.2018,2+1,85 m²,650 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-hadimkoy-sahibinden-daire/detay/25231154
103120-116,ARNAVUTKÖY KISA DÖNEM VE AYLIK 1+1 EŞYALI LÜX DAİRELER,İstanbul,Arnavutköy,Fatih,21.12.2018,1+1,100 m²,1.500 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-fatih-emlakcidan-daire/detay/32359115
35475-5190,Hadımköy'de 2+1 ebeveyn banyolu Kiralık Daire,İstanbul,Arnavutköy,Hadımköy,21.12.2018,2+1,105 m²,900 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-hadimkoy-emlakcidan-daire/detay/32086769
80101-467,İstanbul Havalimanı Arnavutköy Bolluca'da 2+1 Kiralık Daire,İstanbul,Arnavutköy,Mavigöl,15.11.2018,2+1,110 m²,1.100 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-mavigol-emlakcidan-daire/detay/31839950
27231-2781,BOLLUCAA KIBRIS CAD ÜZERİNDE 60 M2 1+1 ÇATI KATI,İstanbul,Arnavutköy,Bolluca,21.12.2018,1+1,60 m²,800 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-bolluca-emlakcidan-daire/detay/31532636
106503-1,HADIMKÖY KİPTAŞ KİRALIK DAİRE,İstanbul,Arnavutköy,Hadımköy,21.11.2018,2+1,75 m²,600 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-hadimkoy-emlakcidan-daire/detay/32296831
100710-25,Bollucada Site İçerisinde Kiralık Bahçeli Villa,İstanbul,Arnavutköy,Bolluca,13.12.2018,4+2,250 m²,3.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-bolluca-emlakcidan-villa/detay/31557513
87960-129,ARNAVUTKÖY BOLLUCA'DA PEYZAJLI LÜKS SİTE İÇİNDE 3+1 DAİRE,İstanbul,Arnavutköy,İslambey,24.11.2018,3+1,122 m²,1.700 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-islambey-emlakcidan-daire/detay/31852697
87960-133,BOLLUCA'DA YENİ HAVAALANINA 5 KM MESAFEDE SİTE İÇİ LÜKS DUBLEKS,İstanbul,Arnavutköy,İslambey,24.11.2018,4+2,220 m²,2.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-islambey-emlakcidan-daire/detay/31852912
101198-91,3.ETAP KİPTAŞ KONUTLARDA ÜST DÜZEY GÜVENLİKLİ KİRALIK DAİRE,İstanbul,Arnavutköy,Deliklikaya,25.11.2018,2+1,84 m²,480 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-deliklikaya-emlakcidan-daire/detay/31866801
103498-89,MERKEZDE SEVGİ POLİKİNLİĞİ ARKASI 95 M2 2+1 GİRİŞ KATI,İstanbul,Arnavutköy,Arnavutköy Merkez,26.10.2018,2+1,95 m²,950 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-arnavutkoy-merkez-emlakcidan-daire/detay/32122432
80101-464,İstanbul Havalimanı Arnavutköy Bolluca'da 2+1 Kiralık Daire,İstanbul,Arnavutköy,Mavigöl,15.11.2018,2+1,85 m²,1.300 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-mavigol-emlakcidan-daire/detay/31758809
15920-3635,ARNAVUTKOY BOLLUCA DA MUHTESEM MUSTAKİL KİRALİK VİLLA,İstanbul,Arnavutköy,Bolluca,16.12.2018,6+2,500 m²,15.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-bolluca-emlakcidan-villa/detay/31711921
27231-2780,BOLLUCA KIBRIS CAD. ÜZERİNDE 1+1 55 M2 FULL EŞYALI DAİRE,İstanbul,Arnavutköy,Bolluca,21.12.2018,1+1,55 m²,1.450 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-bolluca-emlakcidan-daire/detay/31532601
27231-2779,BOLLUCA KIBRIS CADDESİ ÜZERİNDE 100 M2 2+1 ARA KAT DAİRE,İstanbul,Arnavutköy,Bolluca,21.12.2018,2+1,100 m²,1.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-arnavutkoy-bolluca-emlakcidan-daire/detay/31532518
